Sqtl chromosome,Sqtl position,Gene chromosome,Gene start,Gene end,Gene
11,60934515,11,60924460,60937159,ENSG00000006118
11,60934874,11,60924460,60937159,ENSG00000006118
11,60934875,11,60924460,60937159,ENSG00000006118
11,60935153,11,60924460,60937159,ENSG00000006118
11,60935788,11,60924460,60937159,ENSG00000006118
11,60936741,11,60924460,60937159,ENSG00000006118
11,60938365,11,60924460,60937159,ENSG00000006118
11,60939392,11,60924460,60937159,ENSG00000006118
11,60933392,11,60924460,60937159,ENSG00000006118
11,60933478,11,60924460,60937159,ENSG00000006118
11,60933519,11,60924460,60937159,ENSG00000006118
11,60933664,11,60924460,60937159,ENSG00000006118
11,60929497,11,60924460,60937159,ENSG00000006118
11,60930171,11,60924460,60937159,ENSG00000006118
11,60929082,11,60924460,60937159,ENSG00000006118
11,60929412,11,60924460,60937159,ENSG00000006118
11,60929456,11,60924460,60937159,ENSG00000006118
11,60930433,11,60924460,60937159,ENSG00000006118
11,60930903,11,60924460,60937159,ENSG00000006118
11,60931240,11,60924460,60937159,ENSG00000006118
11,60934940,11,60924460,60937159,ENSG00000006118
11,60929641,11,60924460,60937159,ENSG00000006118
11,60929690,11,60924460,60937159,ENSG00000006118
11,60930582,11,60924460,60937159,ENSG00000006118
11,60930993,11,60924460,60937159,ENSG00000006118
11,60932523,11,60924460,60937159,ENSG00000006118
17,50543543,17,50543058,50555852,ENSG00000006282
17,50540745,17,50543058,50555852,ENSG00000006282
7,98295259,7,98291650,98401090,ENSG00000006453
7,98295928,7,98291650,98401090,ENSG00000006453
7,98297104,7,98291650,98401090,ENSG00000006453
7,98297152,7,98291650,98401090,ENSG00000006453
7,98299298,7,98291650,98401090,ENSG00000006453
7,98299410,7,98291650,98401090,ENSG00000006453
7,98300426,7,98291650,98401090,ENSG00000006453
7,98302177,7,98291650,98401090,ENSG00000006453
7,98302247,7,98291650,98401090,ENSG00000006453
7,98302588,7,98291650,98401090,ENSG00000006453
7,98288847,7,98291650,98401090,ENSG00000006453
7,98289136,7,98291650,98401090,ENSG00000006453
7,98290257,7,98291650,98401090,ENSG00000006453
7,98290760,7,98291650,98401090,ENSG00000006453
7,98292221,7,98291650,98401090,ENSG00000006453
7,98292522,7,98291650,98401090,ENSG00000006453
7,98293461,7,98291650,98401090,ENSG00000006453
7,98293886,7,98291650,98401090,ENSG00000006453
7,98375250,7,98291650,98401090,ENSG00000006453
7,98296222,7,98291650,98401090,ENSG00000006453
7,98296619,7,98291650,98401090,ENSG00000006453
7,98375531,7,98291650,98401090,ENSG00000006453
7,98288489,7,98291650,98401090,ENSG00000006453
7,98291559,7,98291650,98401090,ENSG00000006453
7,98307169,7,98291650,98401090,ENSG00000006453
7,98315432,7,98291650,98401090,ENSG00000006453
7,98315674,7,98291650,98401090,ENSG00000006453
7,98315924,7,98291650,98401090,ENSG00000006453
7,98321308,7,98291650,98401090,ENSG00000006453
7,98321806,7,98291650,98401090,ENSG00000006453
7,98321819,7,98291650,98401090,ENSG00000006453
7,98321930,7,98291650,98401090,ENSG00000006453
7,98322574,7,98291650,98401090,ENSG00000006453
7,98322699,7,98291650,98401090,ENSG00000006453
7,98322855,7,98291650,98401090,ENSG00000006453
7,98326868,7,98291650,98401090,ENSG00000006453
7,98330456,7,98291650,98401090,ENSG00000006453
7,98330754,7,98291650,98401090,ENSG00000006453
7,98332189,7,98291650,98401090,ENSG00000006453
7,98332200,7,98291650,98401090,ENSG00000006453
7,98332291,7,98291650,98401090,ENSG00000006453
7,98332532,7,98291650,98401090,ENSG00000006453
7,98332585,7,98291650,98401090,ENSG00000006453
7,98332959,7,98291650,98401090,ENSG00000006453
7,98333336,7,98291650,98401090,ENSG00000006453
7,98334405,7,98291650,98401090,ENSG00000006453
7,98334707,7,98291650,98401090,ENSG00000006453
7,98334836,7,98291650,98401090,ENSG00000006453
7,98335299,7,98291650,98401090,ENSG00000006453
7,98337917,7,98291650,98401090,ENSG00000006453
7,98338244,7,98291650,98401090,ENSG00000006453
7,98296741,7,98291650,98401090,ENSG00000006453
7,98297733,7,98291650,98401090,ENSG00000006453
7,98304838,7,98291650,98401090,ENSG00000006453
7,98306359,7,98291650,98401090,ENSG00000006453
7,98317590,7,98291650,98401090,ENSG00000006453
7,98322359,7,98291650,98401090,ENSG00000006453
7,98331352,7,98291650,98401090,ENSG00000006453
7,98335314,7,98291650,98401090,ENSG00000006453
7,98335704,7,98291650,98401090,ENSG00000006453
7,98336130,7,98291650,98401090,ENSG00000006453
7,98338931,7,98291650,98401090,ENSG00000006453
7,98341385,7,98291650,98401090,ENSG00000006453
7,98362480,7,98291650,98401090,ENSG00000006453
7,98362945,7,98291650,98401090,ENSG00000006453
7,98365676,7,98291650,98401090,ENSG00000006453
7,98374240,7,98291650,98401090,ENSG00000006453
7,98374745,7,98291650,98401090,ENSG00000006453
7,98330644,7,98291650,98401090,ENSG00000006453
7,98290026,7,98291650,98401090,ENSG00000006453
7,98287149,7,98291650,98401090,ENSG00000006453
7,98339575,7,98291650,98401090,ENSG00000006453
7,98293563,7,98291650,98401090,ENSG00000006453
7,98378681,7,98291650,98401090,ENSG00000006453
7,98382050,7,98291650,98401090,ENSG00000006453
7,98315803,7,98291650,98401090,ENSG00000006453
7,98375685,7,98291650,98401090,ENSG00000006453
7,98388493,7,98291650,98401090,ENSG00000006453
7,98295171,7,98291650,98401090,ENSG00000006453
7,98289571,7,98291650,98401090,ENSG00000006453
7,98296070,7,98291650,98401090,ENSG00000006453
7,98301750,7,98291650,98401090,ENSG00000006453
7,98287846,7,98291650,98401090,ENSG00000006453
7,98293539,7,98291650,98401090,ENSG00000006453
7,98327792,7,98291650,98401090,ENSG00000006453
7,98331538,7,98291650,98401090,ENSG00000006453
7,98333007,7,98291650,98401090,ENSG00000006453
7,98345305,7,98291650,98401090,ENSG00000006453
7,98358384,7,98291650,98401090,ENSG00000006453
7,98375373,7,98291650,98401090,ENSG00000006453
7,98320863,7,98291650,98401090,ENSG00000006453
7,98304599,7,98291650,98401090,ENSG00000006453
7,98307946,7,98291650,98401090,ENSG00000006453
7,98314263,7,98291650,98401090,ENSG00000006453
7,98314813,7,98291650,98401090,ENSG00000006453
7,98328205,7,98291650,98401090,ENSG00000006453
7,98328573,7,98291650,98401090,ENSG00000006453
7,98330921,7,98291650,98401090,ENSG00000006453
7,98342331,7,98291650,98401090,ENSG00000006453
7,98344891,7,98291650,98401090,ENSG00000006453
7,98349926,7,98291650,98401090,ENSG00000006453
7,98350236,7,98291650,98401090,ENSG00000006453
7,98352791,7,98291650,98401090,ENSG00000006453
7,98356103,7,98291650,98401090,ENSG00000006453
7,98356834,7,98291650,98401090,ENSG00000006453
7,98358674,7,98291650,98401090,ENSG00000006453
7,98362783,7,98291650,98401090,ENSG00000006453
7,98368633,7,98291650,98401090,ENSG00000006453
7,98373349,7,98291650,98401090,ENSG00000006453
7,98386934,7,98291650,98401090,ENSG00000006453
7,98387061,7,98291650,98401090,ENSG00000006453
7,98388870,7,98291650,98401090,ENSG00000006453
7,98390020,7,98291650,98401090,ENSG00000006453
7,98390210,7,98291650,98401090,ENSG00000006453
7,98396780,7,98291650,98401090,ENSG00000006453
7,98401065,7,98291650,98401090,ENSG00000006453
7,98401693,7,98291650,98401090,ENSG00000006453
7,98376020,7,98291650,98401090,ENSG00000006453
7,98357141,7,98291650,98401090,ENSG00000006453
7,98393780,7,98291650,98401090,ENSG00000006453
7,98328310,7,98291650,98401090,ENSG00000006453
7,98336254,7,98291650,98401090,ENSG00000006453
7,98343634,7,98291650,98401090,ENSG00000006453
7,98348975,7,98291650,98401090,ENSG00000006453
7,98350733,7,98291650,98401090,ENSG00000006453
7,98350982,7,98291650,98401090,ENSG00000006453
7,98354462,7,98291650,98401090,ENSG00000006453
7,98355351,7,98291650,98401090,ENSG00000006453
7,98357245,7,98291650,98401090,ENSG00000006453
7,98364194,7,98291650,98401090,ENSG00000006453
7,98371617,7,98291650,98401090,ENSG00000006453
7,98371929,7,98291650,98401090,ENSG00000006453
7,98372172,7,98291650,98401090,ENSG00000006453
7,98373019,7,98291650,98401090,ENSG00000006453
7,98387105,7,98291650,98401090,ENSG00000006453
7,98392870,7,98291650,98401090,ENSG00000006453
7,98397994,7,98291650,98401090,ENSG00000006453
7,98398306,7,98291650,98401090,ENSG00000006453
7,98399154,7,98291650,98401090,ENSG00000006453
7,98400126,7,98291650,98401090,ENSG00000006453
7,98346230,7,98291650,98401090,ENSG00000006453
7,98376537,7,98291650,98401090,ENSG00000006453
7,98380602,7,98291650,98401090,ENSG00000006453
7,98380965,7,98291650,98401090,ENSG00000006453
7,98405458,7,98291650,98401090,ENSG00000006453
7,98345598,7,98291650,98401090,ENSG00000006453
7,98376466,7,98291650,98401090,ENSG00000006453
7,98381499,7,98291650,98401090,ENSG00000006453
7,98383727,7,98291650,98401090,ENSG00000006453
7,98340825,7,98291650,98401090,ENSG00000006453
7,98304555,7,98291650,98401090,ENSG00000006453
7,98339828,7,98291650,98401090,ENSG00000006453
7,98304543,7,98291650,98401090,ENSG00000006453
7,112474851,7,112422887,112481017,ENSG00000006652
7,112467944,7,112422887,112481017,ENSG00000006652
7,112468236,7,112422887,112481017,ENSG00000006652
7,112468467,7,112422887,112481017,ENSG00000006652
7,112468592,7,112422887,112481017,ENSG00000006652
7,112469404,7,112422887,112481017,ENSG00000006652
7,112470113,7,112422887,112481017,ENSG00000006652
7,112470226,7,112422887,112481017,ENSG00000006652
7,112471361,7,112422887,112481017,ENSG00000006652
7,112471786,7,112422887,112481017,ENSG00000006652
7,112473380,7,112422887,112481017,ENSG00000006652
7,112473990,7,112422887,112481017,ENSG00000006652
7,112474448,7,112422887,112481017,ENSG00000006652
7,112475603,7,112422887,112481017,ENSG00000006652
7,112449506,7,112422887,112481017,ENSG00000006652
7,112479409,7,112422887,112481017,ENSG00000006652
7,112479907,7,112422887,112481017,ENSG00000006652
7,112474890,7,112422887,112481017,ENSG00000006652
7,112476482,7,112422887,112481017,ENSG00000006652
7,112476925,7,112422887,112481017,ENSG00000006652
7,112477303,7,112422887,112481017,ENSG00000006652
7,112477421,7,112422887,112481017,ENSG00000006652
7,112455727,7,112422887,112481017,ENSG00000006652
7,112461388,7,112422887,112481017,ENSG00000006652
7,112471808,7,112422887,112481017,ENSG00000006652
7,112472224,7,112422887,112481017,ENSG00000006652
7,112478657,7,112422887,112481017,ENSG00000006652
17,12999690,17,12991612,13018065,ENSG00000006744
17,13000906,17,12991612,13018065,ENSG00000006744
17,13003811,17,12991612,13018065,ENSG00000006744
17,12996409,17,12991612,13018065,ENSG00000006744
17,13006473,17,12991612,13018065,ENSG00000006744
17,13006671,17,12991612,13018065,ENSG00000006744
17,13007206,17,12991612,13018065,ENSG00000006744
17,13007285,17,12991612,13018065,ENSG00000006744
17,13007345,17,12991612,13018065,ENSG00000006744
17,13007389,17,12991612,13018065,ENSG00000006744
17,13007478,17,12991612,13018065,ENSG00000006744
17,13007721,17,12991612,13018065,ENSG00000006744
17,13007735,17,12991612,13018065,ENSG00000006744
17,13008286,17,12991612,13018065,ENSG00000006744
17,13009068,17,12991612,13018065,ENSG00000006744
17,13009410,17,12991612,13018065,ENSG00000006744
17,13009472,17,12991612,13018065,ENSG00000006744
17,13009553,17,12991612,13018065,ENSG00000006744
17,13009744,17,12991612,13018065,ENSG00000006744
17,13009762,17,12991612,13018065,ENSG00000006744
17,13009805,17,12991612,13018065,ENSG00000006744
17,13009815,17,12991612,13018065,ENSG00000006744
17,13009926,17,12991612,13018065,ENSG00000006744
17,13011141,17,12991612,13018065,ENSG00000006744
17,13011163,17,12991612,13018065,ENSG00000006744
17,13011199,17,12991612,13018065,ENSG00000006744
17,13011200,17,12991612,13018065,ENSG00000006744
17,13011218,17,12991612,13018065,ENSG00000006744
17,13011515,17,12991612,13018065,ENSG00000006744
17,13011517,17,12991612,13018065,ENSG00000006744
17,13011603,17,12991612,13018065,ENSG00000006744
17,13011692,17,12991612,13018065,ENSG00000006744
17,13012624,17,12991612,13018065,ENSG00000006744
17,13013817,17,12991612,13018065,ENSG00000006744
17,13013895,17,12991612,13018065,ENSG00000006744
17,13014035,17,12991612,13018065,ENSG00000006744
17,13014162,17,12991612,13018065,ENSG00000006744
17,13014801,17,12991612,13018065,ENSG00000006744
17,13014979,17,12991612,13018065,ENSG00000006744
17,13015134,17,12991612,13018065,ENSG00000006744
17,13011478,17,12991612,13018065,ENSG00000006744
